869,0,351
869,0,356
872,0,356
872,0,359
872,0,360
874,0,360
881,0,360
883,0,360
889,0,360
892,0,360
899,0,360
899,0,354
899,0,359
905,0,359
905,0,364
905,0,371
911,0,371
911,0,366
911,0,375
911,0,378
912,0,378
913,0,378
916,0,378
916,0,387
917,0,387
917,0,396
917,0,405
917,0,409
917,0,411
917,0,416
917,0,410
918,0,410
918,0,417
918,0,419
927,0,419
927,0,427
927,0,429
934,0,429
934,0,437
936,0,437
936,0,429
936,0,423
945,0,423
945,0,430
946,0,430
946,0,434
946,0,441
947,0,441
951,0,441
951,0,442
960,0,442
960,0,443
960,0,441
960,0,437
963,0,437
963,0,441
970,0,441
971,0,441
971,0,434
971,0,430
978,0,430
980,0,430
985,0,430
985,0,437
985,0,446
989,0,446
995,0,446
995,0,455
1001,0,455
1001,0,447
1004,0,447
1006,0,447
1009,0,447
1018,0,447
1018,0,454
1018,0,458
1018,0,465
1018,0,472
1018,0,477
1025,0,477
1025,0,478
1028,0,478
1028,0,475
1028,0,476
1028,0,469
1028,0,462
1028,0,458
1037,0,458
1037,0,466
1037,0,462
1043,0,462
1051,0,462
1051,0,470
1052,0,470
1052,0,476
1053,0,476
1057,0,476
1057,0,468
1060,0,468
1060,0,462
1060,0,461
1060,0,465
1060,0,464
1068,0,464
1068,0,463
1075,0,463
1075,0,464
1075,0,455
1075,0,458
1079,0,458
1079,0,464
1079,0,471
1086,0,471
1090,0,471
1090,0,472
1090,0,469
1093,0,469
1093,0,462
1093,0,453
1093,0,444
1100,0,444
1100,0,452
1105,0,452
1105,0,450
1112,0,450
1120,0,450
1120,0,452
1120,0,458
1120,0,459
1120,0,460
1120,0,465
1120,0,470
1120,0,465
1121,0,465
1124,0,465
1124,0,474
1124,0,480
1133,0,480
1134,0,480
1134,0,484
1141,0,484
1147,0,484
1147,0,480
1147,0,488
1147,0,497
1150,0,497
1150,0,506
1150,0,501
1153,0,501
1153,0,500
1156,0,500
1157,0,500
1165,0,500
1165,0,494
1165,0,500
1174,0,500
1181,0,500
1189,0,500
1189,0,501
1198,0,501
1199,0,501
1202,0,501
1208,0,501
1208,0,502
1208,0,511
1208,0,520
1209,0,520
1209,0,522
1209,0,527
1216,0,527
1222,0,527
1222,0,532
1230,0,532
1231,0,532
1236,0,532
1242,0,532
1242,0,538
1242,0,547
1242,0,554
1249,0,554
1249,0,556
1249,0,558
1249,0,556
1258,0,556
1262,0,556
1264,0,556
1264,0,547
1267,0,547
1268,0,547
1274,0,547
1274,0,551
1274,0,560
1274,0,569
1274,0,570
1274,0,573
1274,0,574
1279,0,574
1279,0,581
1288,0,581
1295,0,581
1299,0,581
1306,0,581
1314,0,581
1319,0,581
1319,0,589
1319,0,590
1319,0,589
1328,0,589
1337,0,589
1337,0,593
1337,0,586
1337,0,583
1337,0,584
1342,0,584
1344,0,584
1344,0,590
1344,0,596
1344,0,593
1344,0,599
1344,0,592
1346,0,592
1348,0,592
1356,0,592
1356,0,595
1356,0,590
1356,0,594
1361,0,594
1361,0,598
1369,0,598
1369,0,603
1369,0,605
1375,0,605
1375,0,607
1375,0,610
1375,0,615
1375,0,609
1375,0,616
1381,0,616
1383,0,616
1383,0,624
1383,0,623
1383,0,622
1385,0,622
1385,0,625
1388,0,625
1388,0,633
1388,0,637
1389,0,637
1389,0,639
1395,0,639
1395,0,636
1403,0,636
1403,0,642
1403,0,635
1405,0,635
1414,0,635
1418,0,635
1422,0,635
1422,0,628
1428,0,628
1428,0,627
1429,0,627
1432,0,627
1432,0,631
1432,0,624
1440,0,624
1444,0,624
1444,0,632
1448,0,632
1448,0,640
1457,0,640
1457,0,643
1457,0,647
1457,0,641
1457,0,640
1464,0,640
1464,0,637
1469,0,637
1473,0,637
1478,0,637
1485,0,637
1486,0,637
1486,0,640
1486,0,635
1493,0,635
1497,0,635
1497,0,644
1497,0,650
1497,0,657
1497,0,654
1497,0,647
1497,0,639
1497,0,630
1497,0,634
1497,0,633
1498,0,633
1498,0,630
1504,0,630
1504,0,638
1508,0,638
1508,0,645
1508,0,650
1508,0,654
1515,0,654
1520,0,654
1520,0,658
1520,0,665
1520,0,660
1520,0,662
1520,0,663
1520,0,671
1527,0,671
1527,0,675
1532,0,675
1532,0,666
1532,0,669
1532,0,667
1532,0,670
1534,0,670
1536,0,670
1544,0,670
1544,0,672
1544,0,675
1546,0,675
1546,0,681
1555,0,681
1555,0,687
1555,0,688
1555,0,696
1555,0,699
1559,0,699
1563,0,699
1567,0,699
1567,0,691
1575,0,691
1575,0,687
1575,0,688
1580,0,688
1580,0,697
1587,0,697
1587,0,688
1587,0,685
1587,0,694
1587,0,702
1590,0,702
1594,0,702
1599,0,702
1603,0,702
1603,0,695
1603,0,697
1603,0,692
1609,0,692
1609,0,695
1615,0,695
1615,0,703
1615,0,706
1615,0,709
1615,0,713
1623,0,713
1623,0,722
1623,0,724
1625,0,724
1625,0,731
1628,0,731
1628,0,729
1632,0,729
1632,0,737
1634,0,737
1643,0,737
1646,0,737
1646,0,743
1655,0,743
1655,0,750
1656,0,750
1658,0,750
1662,0,750
1666,0,750
1666,0,746
1666,0,744
1666,0,751
1675,0,751
1684,0,751
1691,0,751
1691,0,744
1691,0,746
1691,0,755
1699,0,755
1699,0,760
1699,0,758
1699,0,764
1708,0,764
1708,0,761
1708,0,766
1708,0,770
1717,0,770
1720,0,770
1720,0,776
1720,0,784
1720,0,779
1720,0,776
1720,0,778
1729,0,778
1729,0,781
1735,0,781
1735,0,790
1740,0,790
1740,0,796
1740,0,790
1740,0,796
1746,0,796
1747,0,796
1747,0,799
1747,0,802
1747,0,794
1748,0,794
1752,0,794
1752,0,792
1755,0,792
1756,0,792
1764,0,792
1771,0,792
1771,0,799
1771,0,803
1771,0,809
1771,0,811
1774,0,811
1774,0,813
1780,0,813
1780,0,810
1780,0,819
1780,0,821
1786,0,821
1786,0,827
1791,0,827
1793,0,827
1793,0,823
1798,0,823
1798,0,818
1798,0,813
1798,0,810
1807,0,810
1807,0,817
1811,0,817
1811,0,824
1811,0,819
1811,0,822
1816,0,822
1819,0,822
1819,0,829
1819,0,827
1819,0,832
1828,0,832
1835,0,832
1835,0,825
1840,0,825
1840,0,820
1840,0,821
1840,0,814
1849,0,814
1849,0,822
1851,0,822
1859,0,822
1859,0,829
1859,0,832
1859,0,833
1859,0,826
1863,0,826
1863,0,829
1864,0,829
1865,0,829
1871,0,829
1871,0,822
1871,0,821
1873,0,821
1873,0,829
1873,0,833
1873,0,835
1873,0,841
1878,0,841
1878,0,848
1878,0,856
1878,0,863
1878,0,868
1878,0,873
1879,0,873
1879,0,882
1884,0,882
1884,0,888
1884,0,897
1884,0,894
1884,0,898
1887,0,898
1887,0,904
1887,0,898
1895,0,898
1903,0,898
1905,0,898
1905,0,900
1905,0,899
1911,0,899
1917,0,899
1917,0,890
1917,0,886
1926,0,886
1926,0,879
1926,0,873
1926,0,875
1926,0,878
1926,0,871
1926,0,878
1930,0,878
1938,0,878
1938,0,881
1939,0,881
1939,0,883
1948,0,883
1952,0,883
1958,0,883
1958,0,890
1958,0,881
1967,0,881
1968,0,881
1970,0,881
1970,0,882
1970,0,890
1970,0,897
1973,0,897
1973,0,901
1973,0,910
1975,0,910
1975,0,908
1978,0,908
1978,0,905
1978,0,914
1978,0,916
1981,0,916
1981,0,919
1988,0,919
1994,0,919
1994,0,925
1994,0,932
1996,0,932
1996,0,941
1996,0,938
1996,0,944
1999,0,944
1999,0,946
1999,0,947
1999,0,941
1999,0,944
1999,0,947
1999,0,948
1999,0,953
1999,0,956
1999,0,952
1999,0,954
2004,0,954
2004,0,956
2004,0,964
2004,0,966
2004,0,971
2013,0,971
2017,0,971
2017,0,975
2017,0,977
2017,0,985
2026,0,985
2026,0,993
2027,0,993
2027,0,987
2033,0,987
2033,0,994
2033,0,995
2033,0,997
2033,0,1005
2033,0,1013
2033,0,1005
2039,0,1005
2047,0,1005
2056,0,1005
2058,0,1005
